filename	factorName	cellLine	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
H2AFZ-human_H1-hESC_ENCFF656EBD-flat80-peaklist.text	H2AFZ	H1-hESC	273	186	311	125	3.24634858812	2.82125840404	2.3793902501	0.582626234525	2.71744487668
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF235IVQ-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	119	59	157	98	1.46411963644	1.12210977778	1.31509112636	0.710405408821	1.98018404482
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF235IVQ-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	245	172	401	229	2.06580842822	1.72379856956	1.59330357696	0.893063099078	2.78257920329
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF235IVQ-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	651	600	712	112	1.71833098986	1.37632113121	1.53290753077	1.02740711128	1.55077206924
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF235IVQ-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	750	716	927	211	1.66974534293	1.32773548427	1.42448662683	0.890274197476	1.87588870859
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF257GAM-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	245	173	401	228	2.10696515708	1.72790209167	1.63052274514	0.887359618583	2.77598766542
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF257GAM-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	650	598	709	111	1.7411624815	1.36209941609	1.52744678626	0.992505756895	1.53899625315
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF257GAM-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	768	713	925	212	1.71154988395	1.33248681854	1.4369949257	0.882354889705	1.80849023635
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF534SEG-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	120	56	163	107	1.96921904382	1.61549871788	1.73149614941	0.8478880563	2.78878707588
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF534SEG-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	245	167	414	247	2.5876146789	2.23389435295	2.18731188617	1.13519217619	3.93809124275
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF534SEG-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	673	589	933	344	1.70757877942	1.35385845347	1.35838423842	0.657682061656	2.4219662712
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF791SUV-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	120	57	162	105	1.95306877178	1.5794496124	1.72461867631	0.858011521229	2.77558307964
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF791SUV-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	245	170	414	244	2.63994026029	2.26632110092	2.23591772873	1.15643979802	4.03347869402
H2AFZ-human_induced_pluripotent_stem_cell_ENCFF791SUV-flat80-peaklist.text	H2AFZ	induced_pluripotent_stem_cell	673	590	934	344	1.69332195434	1.31970279496	1.37052447462	0.677213569447	2.21597748024
H2AFZ-human_K562_ENCFF385HED-flat80-peaklist.text	H2AFZ	K562	86	24	144	120	7.34344100198	7.18206987475	6.22431542609	3.16666666667	3.36379144221
H2AFZ-human_K562_ENCFF385HED-flat80-peaklist.text	H2AFZ	K562	291	167	422	255	9.49945067018	9.33807954296	7.4336568371	3.78927708196	5.07792474135
H2AFZ-human_K562_ENCFF541ONR-flat80-peaklist.text	H2AFZ	K562	84	28	146	118	7.50022522523	7.28813513514	6.28265955031	3.33890765766	3.14007216639
H2AFZ-human_K562_ENCFF541ONR-flat80-peaklist.text	H2AFZ	K562	293	150	425	275	9.22556306306	9.01347297297	7.42239481329	4.02269144144	4.93770366187
H2AFZ-human_K562_ENCFF541ONR-flat80-peaklist.text	H2AFZ	K562	636	550	800	250	3.26621621622	3.05412612613	2.5704730627	1.56373873874	1.54808383532
H2AFZ-human_K562_ENCFF609MDA-flat80-peaklist.text	H2AFZ	K562	286	27	435	408	16.0428274428	15.7112404712	11.9991341727	2.56327096327	8.43445544579
H2AFZ-human_K562_ENCFF609MDA-flat80-peaklist.text	H2AFZ	K562	655	547	808	261	5.71600831601	5.38442134442	4.65946898161	2.43984753985	2.55714005989
H2AFZ-human_K562_ENCFF689IQT-flat80-peaklist.text	H2AFZ	K562	263	43	344	301	14.9419265419	14.7776964657	12.1127677346	6.27304227304	6.84818911349
H2AFZ-human_K562_ENCFF689IQT-flat80-peaklist.text	H2AFZ	K562	395	348	427	79	13.8218988219	13.6576687457	12.2977286902	7.51462231462	4.50151138102
H2AFZ-human_K562_ENCFF689IQT-flat80-peaklist.text	H2AFZ	K562	633	548	803	255	6.08787248787	5.92364241164	4.75330528846	2.31808731809	2.8380081247
H2AFZ-human_keratinocyte_ENCFF066LTL-flat80-peaklist.text	H2AFZ	keratinocyte	274	75	427	352	2.88798449612	2.44371447028	1.90446230538	0.632687338501	1.68537870431
H2AFZ-human_keratinocyte_ENCFF401ZPS-flat80-peaklist.text	H2AFZ	keratinocyte	380	29	432	403	2.94493872755	2.38965586705	1.80648486437	0.227463488333	1.45458072878
H2AFZ-human_keratinocyte_ENCFF582MCF-flat80-peaklist.text	H2AFZ	keratinocyte	275	75	421	346	2.78798449612	2.43696899225	1.88922845505	0.659302325581	1.76797378095
H2AFZ-human_MCF-7_ENCFF238JGH-flat80-peaklist.text	H2AFZ	MCF-7	224	29	333	304	2.2516161426	2.07871587272	1.59581469741	0.571918345572	3.44782664592
H2AFZ-human_MCF-7_ENCFF238JGH-flat80-peaklist.text	H2AFZ	MCF-7	368	341	424	83	1.99789744555	1.82499717567	1.62085074254	1.03353888157	1.68236974472
H2AFZ-human_MCF-7_ENCFF292EKR-flat80-peaklist.text	H2AFZ	MCF-7	101	67	159	92	3.95800231355	3.71939011099	3.04255284264	1.27982763071	4.94913985809
H2AFZ-human_MCF-7_ENCFF292EKR-flat80-peaklist.text	H2AFZ	MCF-7	287	188	317	129	4.56196403476	4.3233518322	3.85618790966	2.59150725136	3.33950834397
H2AFZ-human_MCF-7_ENCFF292EKR-flat80-peaklist.text	H2AFZ	MCF-7	390	356	424	68	4.76088182713	4.52226962457	4.0536439436	2.52664649478	4.38761471787
H2AFZ-human_MCF-7_ENCFF292EKR-flat80-peaklist.text	H2AFZ	MCF-7	573	538	636	98	2.84269748855	2.60408528599	2.59513264402	1.76321450082	1.64368934465
H2AFZ-human_neural_progenitor_cell_ENCFF256TDX-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	246	77	327	250	3.26218832228	3.0770995501	2.7076837044	1.43629112443	6.098635439
H2AFZ-human_neural_progenitor_cell_ENCFF256TDX-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	359	331	434	103	2.97077549316	2.78568672098	2.79399028294	2.31137833102	2.31688474662
H2AFZ-human_neural_progenitor_cell_ENCFF256TDX-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	555	531	770	239	2.24723273584	2.06214396366	2.01040630945	1.53781332572	2.3367003991
H2AFZ-human_neural_progenitor_cell_ENCFF256TDX-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	998	957	1072	115	1.23170858992	1.04661981773	1.04835608834	0.654700366405	2.64137528256
H2AFZ-human_neural_progenitor_cell_ENCFF523SUR-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	236	82	311	229	2.20148767864	2.08150037436	1.81734010392	0.92103014421	3.93317281376
H2AFZ-human_neural_progenitor_cell_ENCFF523SUR-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	370	315	429	114	2.22303785931	2.10305055503	1.97704423123	1.52194081839	2.53555256297
H2AFZ-human_neural_progenitor_cell_ENCFF523SUR-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	623	566	671	105	1.67482665451	1.55483935024	1.5185320283	1.2589399069	1.39109930248
H2AFZ-human_neural_progenitor_cell_ENCFF523SUR-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	773	720	845	125	1.37984634917	1.25985904489	1.23195147825	0.814190728865	2.20166728824
H2AFZ-human_neural_progenitor_cell_ENCFF767WYP-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	246	75	314	239	3.266078798	3.09933353064	2.74357942958	1.49847869621	5.0725460595
H2AFZ-human_neural_progenitor_cell_ENCFF767WYP-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	368	318	459	141	3.15050949847	2.98376423111	2.88862593427	2.29443728356	2.82599487979
H2AFZ-human_neural_progenitor_cell_ENCFF767WYP-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	628	541	782	241	2.18250666608	2.01576139871	1.94209262868	1.45950151024	2.08810808458
H2AFZ-human_neural_progenitor_cell_ENCFF767WYP-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	996	931	1145	214	1.28288228981	1.11613702245	1.00689830538	0.620290873284	2.51034724002
H2AFZ-human_neural_progenitor_cell_ENCFF864HCF-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	246	85	319	234	2.27754760986	2.03650651633	1.87018827807	0.942276896798	4.3611756574
H2AFZ-human_neural_progenitor_cell_ENCFF864HCF-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	370	323	438	115	2.21816770824	1.97712661471	2.00138208123	1.54287145544	2.3724999912
H2AFZ-human_neural_progenitor_cell_ENCFF864HCF-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	605	560	666	106	1.63217227419	1.39113118066	1.49350890138	1.24910693022	1.50898233602
H2AFZ-human_neural_progenitor_cell_ENCFF864HCF-flat80-peaklist.text	H2AFZ	neural_progenitor_cell	746	707	869	162	1.39433444745	1.15329335392	1.21549061491	0.775226654951	2.51544676533
H2AFZ-human_PC-3_ENCFF598PWF-flat80-peaklist.text	H2AFZ	PC-3	109	67	146	79	1.8275261324	1.56287874564	1.34241681185	0.48218641115	2.72031373814
H2AFZ-human_PC-3_ENCFF598PWF-flat80-peaklist.text	H2AFZ	PC-3	289	182	320	138	2.13918118467	1.87453379791	1.83164502544	1.01391986063	1.6181176692
H2AFZ-human_PC-3_ENCFF598PWF-flat80-peaklist.text	H2AFZ	PC-3	387	343	421	78	2.09005226481	1.82540487805	1.73358752701	0.975052264808	2.25171050289
H2AFZ-human_PC-3_ENCFF700QWJ-flat80-peaklist.text	H2AFZ	PC-3	104	33	144	111	1.37713787086	1.17009096859	1.05839858358	0.495615183246	2.08278446543
H2AFZ-human_PC-3_ENCFF700QWJ-flat80-peaklist.text	H2AFZ	PC-3	213	180	317	137	1.73298429319	1.52593739092	1.50686287528	0.929946553229	1.75935634656
H2AFZ-human_PC-3_ENCFF700QWJ-flat80-peaklist.text	H2AFZ	PC-3	387	343	421	78	1.56993891798	1.36289201571	1.31769528575	0.716977530541	1.97309922069
H2AFZ-human_PC-9_ENCFF099UVT-flat80-peaklist.text	H2AFZ	PC-9	202	90	306	216	1.38926808702	1.20373049384	1.24137432017	0.610131984309	1.58329458069
H2AFZ-human_PC-9_ENCFF099UVT-flat80-peaklist.text	H2AFZ	PC-9	354	310	445	135	1.31024931374	1.12471172057	1.1278961091	0.66875120452	1.60704351976
H2AFZ-human_PC-9_ENCFF265TBN-flat80-peaklist.text	H2AFZ	PC-9	147	75	217	142	1.63704169872	1.42491105106	1.35498114508	0.652500990607	2.20594148444
H2AFZ-human_PC-9_ENCFF265TBN-flat80-peaklist.text	H2AFZ	PC-9	370	221	427	206	1.6113702456	1.39923959794	1.39531521959	0.988017771964	1.31082431561
H2AFZ-human_PC-9_ENCFF372TLC-flat80-peaklist.text	H2AFZ	PC-9	350	57	482	425	1.37490623058	1.14788306149	0.885772062845	0.153085281951	3.13602397938
H2AFZ-human_PC-9_ENCFF632CIK-flat80-peaklist.text	H2AFZ	PC-9	350	56	482	426	1.43846553146	1.30029635563	1.002175374	0.379141729657	3.91604691165
H2AFZ-human_smooth_muscle_cell_ENCFF745WKE-flat80-peaklist.text	H2AFZ	smooth_muscle_cell	220	75	325	250	1.22721168373	1.03130378826	0.901327151804	0.447051088355	2.15258112394
H2AFZ-human_smooth_muscle_cell_ENCFF882NHK-flat80-peaklist.text	H2AFZ	smooth_muscle_cell	236	111	444	333	1.21350931677	1.15329063147	0.894431439915	0.384413819876	1.97074379712
H3F3A-human_neural_progenitor_cell_ENCFF723KMD-flat80-peaklist.text	H3F3A	neural_progenitor_cell	834	600	1231	631	1.12607036735	1.01283651618	0.90928810199	0.417237122657	2.55662154506
H3K27ac-human_A549_ENCFF052BVG-flat80-peaklist.text	H3K27ac	A549	100	24	151	127	2.37647868542	2.23791499978	1.78540880275	0.64911601497	2.79058776744
H3K27ac-human_A549_ENCFF052BVG-flat80-peaklist.text	H3K27ac	A549	239	180	311	131	2.98765432099	2.84909063535	2.28495563455	0.887469350884	2.71879952201
H3K27ac-human_A549_ENCFF052BVG-flat80-peaklist.text	H3K27ac	A549	401	351	426	75	2.07540757947	1.93684389384	1.57999560781	0.568030283477	2.91582540649
H3K27ac-human_A549_ENCFF540LUD-flat80-peaklist.text	H3K27ac	A549	86	37	139	102	2.02640757349	1.75405281515	1.50689286526	0.722471350274	1.43556811108
H3K27ac-human_A549_ENCFF762GJM-flat80-peaklist.text	H3K27ac	A549	96	26	147	121	5.06693903206	4.90077309868	3.76385354092	1.1766708569	5.43787161488
H3K27ac-human_A549_ENCFF762GJM-flat80-peaklist.text	H3K27ac	A549	263	180	311	131	7.07343389902	6.90726796564	5.66049479712	2.02948879112	7.08291015217
H3K27ac-human_A549_ENCFF762GJM-flat80-peaklist.text	H3K27ac	A549	405	359	429	70	5.48334380893	5.31717787555	4.26507231109	1.71888749214	7.07384169214
H3K27ac-human_A549_ENCFF762GJM-flat80-peaklist.text	H3K27ac	A549	572	544	644	100	2.44887911167	2.28271317829	1.99730538736	1.10292269013	1.69032605846
H3K27ac-human_A673_ENCFF372NFG-flat80-peaklist.text	H3K27ac	A673	106	51	151	100	1.31067190373	1.03810964399	0.875598850208	0.187301520976	1.36738342964
H3K27ac-human_A673_ENCFF501QCN-flat80-peaklist.text	H3K27ac	A673	119	51	152	101	1.20754638141	1.00583987966	0.826811587078	0.204308039445	1.30873423715
H3K27ac-human_ACC112_ENCFF616OWN-flat80-peaklist.text	H3K27ac	ACC112	5745	5713	5821	108	1.66701394454	1.29655393493	1.00577309643	-0.071646097131	1.58934174106
H3K27ac-human_bipolar_neuron_ENCFF374WOL-flat80-peaklist.text	H3K27ac	bipolar_neuron	96	42	161	119	6.06611894543	5.84704941754	5.25078745146	2.45559779277	6.49887159632
H3K27ac-human_bipolar_neuron_ENCFF374WOL-flat80-peaklist.text	H3K27ac	bipolar_neuron	263	188	416	228	8.22891477621	8.00984524831	6.07333909863	3.34044144697	11.0140045125
H3K27ac-human_bipolar_neuron_ENCFF374WOL-flat80-peaklist.text	H3K27ac	bipolar_neuron	648	589	718	129	4.53103617413	4.31196664623	3.87287836627	2.90295524218	3.57723160891
H3K27ac-human_bipolar_neuron_ENCFF374WOL-flat80-peaklist.text	H3K27ac	bipolar_neuron	773	732	946	214	3.91916615573	3.70009662784	3.49176815479	2.0192152054	3.16304517111
H3K27ac-human_bipolar_neuron_ENCFF467DLB-flat80-peaklist.text	H3K27ac	bipolar_neuron	109	55	153	98	3.9629544769	3.90796050952	3.5239514334	1.86761873825	6.05447442295
H3K27ac-human_bipolar_neuron_ENCFF467DLB-flat80-peaklist.text	H3K27ac	bipolar_neuron	267	192	417	225	6.51084421912	6.45585025175	4.98828934854	2.55705613819	11.6802081998
H3K27ac-human_bipolar_neuron_ENCFF467DLB-flat80-peaklist.text	H3K27ac	bipolar_neuron	659	614	726	112	3.64234378988	3.5873498225	3.39657997219	2.49510864521	2.44231132287
H3K27ac-human_bipolar_neuron_ENCFF467DLB-flat80-peaklist.text	H3K27ac	bipolar_neuron	765	730	910	180	3.57105153252	3.51605756514	2.96546011117	1.85845524258	5.85705185567
H3K27ac-human_bipolar_neuron_ENCFF535NQP-flat80-peaklist.text	H3K27ac	bipolar_neuron	96	41	161	120	6.014690374	5.81666020846	5.1533523519	2.38702636419	6.18618596362
H3K27ac-human_bipolar_neuron_ENCFF535NQP-flat80-peaklist.text	H3K27ac	bipolar_neuron	245	189	333	144	8.17930104231	7.98127087676	6.44060990719	3.27193133047	10.9154963801
H3K27ac-human_bipolar_neuron_ENCFF535NQP-flat80-peaklist.text	H3K27ac	bipolar_neuron	650	589	721	132	4.35423666462	4.15620649908	3.72638198808	2.86999386879	2.9069426823
H3K27ac-human_bipolar_neuron_ENCFF535NQP-flat80-peaklist.text	H3K27ac	bipolar_neuron	879	731	958	227	3.85216431637	3.65413415083	3.44108705239	1.76183936235	3.41824340695
H3K27ac-human_bipolar_neuron_ENCFF798RXC-flat80-peaklist.text	H3K27ac	bipolar_neuron	112	54	148	94	3.94732364573	3.96521429228	3.52334222386	1.92845235905	6.06926590106
H3K27ac-human_bipolar_neuron_ENCFF798RXC-flat80-peaklist.text	H3K27ac	bipolar_neuron	267	190	417	227	6.54767543456	6.56556608112	5.08827818304	2.6742734296	11.6064180676
H3K27ac-human_bipolar_neuron_ENCFF798RXC-flat80-peaklist.text	H3K27ac	bipolar_neuron	645	614	721	107	3.51377264784	3.5316632944	3.31263806285	2.46002713143	2.15371930264
H3K27ac-human_bipolar_neuron_ENCFF798RXC-flat80-peaklist.text	H3K27ac	bipolar_neuron	773	725	926	201	3.50930056102	3.52719120758	2.8943738828	1.81820794629	5.66417374068
H3K27ac-human_breast_epithelium_ENCFF416YNY-flat80-peaklist.text	H3K27ac	breast_epithelium	278	47	514	467	1.60606382979	1.09007659574	1.09826188095	0.467712765957	1.57562181621
H3K27ac-human_cardiac_muscle_cell_ENCFF601FNZ-flat80-peaklist.text	H3K27ac	cardiac_muscle_cell	241	79	541	462	1.83258157109	1.73394358322	1.30512096584	0.479303017877	4.19200889392
H3K27ac-human_cardiac_muscle_cell_ENCFF601FNZ-flat80-peaklist.text	H3K27ac	cardiac_muscle_cell	629	545	802	257	1.17230710242	1.07366911455	0.955805911793	0.492158418583	1.53370482561
H3K27ac-human_cardiac_muscle_cell_ENCFF666DHM-flat80-peaklist.text	H3K27ac	cardiac_muscle_cell	234	88	545	457	1.79547313736	1.70507962646	1.29897706727	0.458056668119	3.88340704827
H3K27ac-human_cardiac_muscle_cell_ENCFF666DHM-flat80-peaklist.text	H3K27ac	cardiac_muscle_cell	628	549	803	254	1.15361160985	1.06321809895	0.956384542619	0.485256621373	1.4688976459
H3K27ac-human_coronary_artery_ENCFF446BVF-flat80-peaklist.text	H3K27ac	coronary_artery	5544	5373	5616	243	1.51263515828	1.06787709771	1.06636876904	0.123012378296	2.07792419412
H3K27ac-human_coronary_artery_ENCFF446BVF-flat80-peaklist.text	H3K27ac	coronary_artery	5817	5746	5855	109	1.83794461569	1.39318655512	1.55616001494	1.05926782132	1.40427820606
H3K27ac-human_coronary_artery_ENCFF446BVF-flat80-peaklist.text	H3K27ac	coronary_artery	5947	5895	5977	82	1.57084495328	1.12608689271	1.26348193302	0.356744459122	1.67327075949
H3K27ac-human_coronary_artery_ENCFF694YXZ-flat80-peaklist.text	H3K27ac	coronary_artery	5787	5663	5857	194	2.03549743677	1.56111982354	1.52132664721	0.839219274539	2.20108663766
H3K27ac-human_DND-41_ENCFF717ISA-flat80-peaklist.text	H3K27ac	DND-41	73	44	145	101	1.61949519156	1.43635461081	1.21080033271	0.443714792568	1.54175832027
H3K27ac-human_DND-41_ENCFF717ISA-flat80-peaklist.text	H3K27ac	DND-41	211	165	268	103	1.54909588871	1.36595530796	1.25363057005	0.669229093399	1.35715689787
H3K27ac-human_DND-41_ENCFF717ISA-flat80-peaklist.text	H3K27ac	DND-41	670	595	807	212	1.63558557157	1.45244499082	1.25594196762	0.371214714761	1.48957627637
H3K27ac-human_DND-41_ENCFF871WKN-flat80-peaklist.text	H3K27ac	DND-41	85	45	144	99	1.44987706576	1.23572126607	1.10939528804	0.435887460708	1.54720618473
H3K27ac-human_DND-41_ENCFF871WKN-flat80-peaklist.text	H3K27ac	DND-41	211	172	287	115	1.43098565249	1.21682985279	1.15160055978	0.724253835859	1.32870373472
H3K27ac-human_DND-41_ENCFF871WKN-flat80-peaklist.text	H3K27ac	DND-41	767	578	808	230	1.57225109707	1.35809529738	1.21167471745	0.314633842706	1.86318134125
H3K27ac-human_esophagus_squamous_epithelium_ENCFF694MWX-flat80-peaklist.text	H3K27ac	esophagus_squamous_epithelium	274	44	620	576	2.25580711026	1.83710437185	1.70626946514	0.701981743935	2.67763415275
H3K27ac-human_esophagus_squamous_epithelium_ENCFF766IQC-flat80-peaklist.text	H3K27ac	esophagus_squamous_epithelium	641	551	809	258	1.51086956522	1.07834782609	1.13234010408	0.384782608696	1.5250426102
H3K27ac-human_fibroblast_of_dermis_ENCFF397YYC-flat80-peaklist.text	H3K27ac	fibroblast_of_dermis	5423	5284	5506	222	2.40384615385	1.74067307692	1.34428297946	0.0360576923077	1.6047788938
H3K27ac-human_fibroblast_of_dermis_ENCFF397YYC-flat80-peaklist.text	H3K27ac	fibroblast_of_dermis	5737	5685	5754	69	3.18269230769	2.51951923077	2.19567307692	0.740384615385	1.90212904403
H3K27ac-human_H1-hESC_ENCFF174KRX-flat80-peaklist.text	H3K27ac	H1-hESC	84	27	125	98	3.64317791315	3.44578666823	3.00335832552	1.55468994064	2.01449430453
H3K27ac-human_H1-hESC_ENCFF174KRX-flat80-peaklist.text	H3K27ac	H1-hESC	272	175	412	237	7.58571540144	7.38832415651	5.07445907135	1.52586105904	8.18203470622
H3K27ac-human_H1-hESC_ENCFF250OOT-flat80-peaklist.text	H3K27ac	H1-hESC	81	27	121	94	5.85484834902	5.52189152846	4.62737620609	2.31912072314	3.36033305586
